PREDSEDNICKIIZBORIodržani13.juna2004.prvikrug,VAR00001,V2,,V3,V4,V5,V6,V7,V8,V9,Ljiljana Aranđelović,Vladan Batić,Ivica Dačić,Milovan Drecun,Dragan Djordjević,Branislav Ivković,Mirko Jović,Jelisaveta Karađorđević,Bogoljub Karić,Dragan Maršićanin,Zoran Milinković,Tomislav Nikolić,Borislav Pelević,Marijan Rističević,Boris Tadić
71269,[abac,26,,2075,1006,2075,1069,1069,19,1050,0,2,47,20,2,1,1,22,163,184,3,342,4,7,252
80012,Ada,26,,310,172,310,138,138,1,137,1,2,0,3,0,0,0,6,6,5,0,1,0,4,109
80047,Apatin,26,,946,497,946,449,449,5,444,0,1,18,1,1,2,0,5,64,20,0,283,1,1,47
80055,Ba~,26,,550,300,550,250,250,4,246,0,4,7,0,0,0,1,4,38,14,1,21,1,1,154
80063,Ba~ka Palanka,26,,1044,435,1044,609,609,12,597,1,3,33,5,0,0,0,15,92,79,1,311,3,2,52
80071,Ba~ka Topola,26,,414,179,414,235,235,1,234,1,2,15,0,0,0,0,6,25,16,0,149,5,0,15
80080,Ba~ki Petrovac,26,,439,230,439,209,209,2,207,1,1,6,0,0,0,0,1,34,26,0,37,0,1,100
80110,Be~ej,26,,906,548,906,358,358,14,344,1,2,17,0,0,0,0,7,52,12,1,162,2,0,88
80128,Vr{ac,26,,1117,620,1117,497,497,6,491,1,3,10,1,0,1,0,9,107,44,1,125,1,1,187
80136,@abaq,26,,531,255,531,276,276,2,274,1,2,4,2,0,0,2,11,26,41,0,111,3,2,69
80144,@iti{te,26,,548,400,548,148,148,4,144,2,1,3,1,0,3,1,2,20,6,0,69,0,1,35
80152,Zrewanin,26,,1623,837,1623,786,786,11,775,1,1,24,5,0,0,3,18,139,56,0,435,2,0,91
80179,In|ija,26,,1196,568,1196,628,628,3,625,1,1,18,4,0,3,1,11,81,39,0,421,4,5,36
80195,Kawia,26,,646,397,646,249,249,1,248,0,0,1,0,2,0,2,1,6,7,1,5,2,5,216
80209,Kikinda,26,,1103,454,1103,649,649,7,642,0,0,14,2,1,1,0,6,154,63,0,194,3,2,202
80217,Kova~ica,26,,608,339,608,269,268,3,265,3,3,11,1,0,2,0,9,58,38,2,23,1,2,112
80233,Kula,26,,710,349,710,361,361,3,358,0,0,40,1,1,1,0,3,41,15,0,193,2,1,60
80250,Nova Crwa,26,,284,115,284,169,169,9,160,1,26,6,0,1,0,1,3,12,16,1,74,2,1,16
80268,Novi Be~ej,26,,544,279,543,265,265,4,261,1,3,6,6,0,1,2,8,67,20,0,109,4,1,33
80276,Novi Kne`evac,26,,285,100,285,185,185,0,185,1,0,12,0,1,0,1,1,14,9,0,116,3,1,26
80284,Novi Sad-grad,26,,1596,826,1596,770,770,5,765,1,2,19,8,0,0,2,18,148,77,1,231,0,0,258
80306,Oxaci,26,,667,312,667,355,355,4,351,0,0,23,1,1,1,0,5,45,15,0,189,8,3,60
80314,Pan~evo,26,,1710,836,1710,874,874,10,864,0,1,15,7,1,0,0,6,272,76,3,267,2,1,213
80322,Pe}inci,26,,337,181,337,156,156,4,152,2,0,6,0,0,0,0,0,9,18,2,70,1,22,22
80357,Ruma,26,,893,473,893,420,420,4,416,1,6,17,1,0,0,1,10,93,27,1,142,1,2,114
80365,Senta,26,,120,87,120,33,33,0,33,0,0,0,0,0,0,0,1,1,0,0,0,0,0,31
80373,Se~aw,26,,323,173,323,150,150,2,148,2,5,3,0,0,0,1,3,13,12,0,43,0,1,65
80381,Sombor,26,,1234,577,1234,657,657,9,648,3,4,19,4,3,1,0,9,137,71,1,212,2,3,179
80390,Srbobran,26,,512,235,512,277,277,6,271,2,0,15,3,0,1,1,4,34,31,0,119,1,1,59
80403,Sremska Mitrovica,26,,136,64,136,72,72,0,72,0,0,2,1,0,1,0,5,11,13,0,10,1,4,24
80420,Stara Pazova,26,,1197,579,1197,618,618,10,608,0,0,11,2,0,0,0,11,124,60,1,255,1,1,142
80438,Subotica,26,,1003,517,1003,486,486,5,481,1,4,3,1,0,2,0,13,63,24,0,48,0,1,321
80446,Temerin,26,,1225,530,1225,695,695,10,685,0,2,9,1,2,0,2,4,64,38,0,216,4,2,341
80462,Vrbas,26,,791,405,791,386,386,2,384,1,1,25,1,4,2,0,6,40,36,0,171,0,1,96
80489,^oka,26,,226,88,226,138,138,3,135,0,0,4,0,0,0,0,0,12,5,1,36,0,0,77
80497,[id,26,,997,556,1000,441,441,11,430,4,0,8,8,1,4,2,22,79,42,4,146,0,4,106
90158,Leposavi},26,,279,146,279,133,133,2,131,0,0,8,0,0,2,0,1,50,9,0,35,0,0,26
90263,Pri{tina,26,,205,114,205,91,91,1,90,0,1,1,0,0,0,0,0,22,8,0,55,1,0,2
70017,Aleksandrovac,27,,267,98,267,169,169,7,162,0,5,8,0,0,26,0,1,12,31,1,48,1,0,29
70025,Aleksinac,27,,689,398,689,291,291,7,284,0,0,11,2,1,4,1,9,55,38,1,122,1,1,38
70033,Aran|elovac,27,,465,239,466,226,226,9,217,3,2,14,5,2,0,0,4,37,49,1,75,1,1,23
70041,Ariqe,27,,311,155,311,156,156,1,155,1,0,8,0,1,0,0,1,36,14,0,46,1,0,47
70050,Babu{nica,27,,167,92,167,75,75,0,75,2,3,15,2,0,0,0,0,5,18,0,23,0,1,6
70068,Bajina Ba{ta,27,,370,231,370,139,139,2,137,0,2,9,0,0,3,0,8,27,13,1,67,1,1,5
70076,Bato~ina,27,,342,180,342,162,162,2,160,2,0,10,0,1,3,1,2,28,15,0,77,1,0,20
70084,Bela Palanka,27,,449,274,447,175,175,6,169,1,0,9,7,1,1,0,0,33,18,0,72,3,2,22
70106,Vo`dovac,27,,1425,688,1425,737,737,4,733,0,6,14,1,0,2,0,27,110,122,0,123,2,1,325
70114,Vra~ar,27,,1002,522,1002,480,480,6,474,0,1,15,1,1,0,2,10,73,92,1,69,0,0,209
70122,Grocka,27,,1807,985,1807,822,822,8,814,0,2,27,1,0,0,0,13,250,59,0,340,4,1,117
70149,Zvezdara,27,,2203,1126,2203,1077,1077,9,1068,0,4,11,3,0,2,2,39,186,180,2,206,2,2,429
70157,Zemun,27,,1362,745,1363,617,617,5,612,0,1,26,3,1,1,0,19,123,84,0,180,0,0,174
70165,Lazarevac,27,,868,415,868,453,453,10,443,2,1,29,1,0,0,1,7,28,120,0,175,1,0,78
70173,Mladenovac,27,,1294,665,1294,629,628,4,624,3,3,9,2,0,9,0,8,157,60,1,278,2,0,92
70181,Novi Beograd,27,,1418,592,1418,826,826,4,822,1,4,30,3,1,5,1,20,96,161,0,127,3,1,369
70190,Obrenovac,27,,1152,648,1152,504,504,4,500,1,10,23,2,2,3,0,6,123,43,0,180,1,0,106
70203,Palilula,27,,733,329,733,404,404,3,401,0,0,4,0,0,1,0,13,65,70,0,55,0,0,193
70211,Rakovica,27,,1711,843,1711,868,868,4,864,1,2,31,0,0,0,0,24,213,132,0,188,1,1,271
70220,Savski Venac,27,,1206,563,1208,643,643,3,640,0,8,11,1,1,2,1,17,91,119,0,113,0,0,276
70238,Sopot,27,,566,280,566,286,286,2,284,0,1,4,2,0,2,1,10,69,45,0,66,1,1,82
70246,Stari Grad,27,,1088,538,1088,550,550,9,541,2,0,12,0,0,1,0,16,73,92,1,77,1,2,264
70254,^ukarica,27,,1939,936,1939,1003,1003,11,992,0,4,25,0,0,1,2,23,176,168,0,234,3,0,356
70262,Blace,27,,213,73,213,140,140,1,139,1,0,9,2,0,5,0,0,16,19,1,52,0,0,34
70289,Bogati},27,,1088,706,1088,382,382,3,379,0,1,35,2,1,20,2,14,31,72,2,143,2,0,54
70297,Bojnik,27,,218,95,219,123,123,5,118,1,0,18,0,1,5,0,0,4,5,0,45,1,0,38
70319,Boqevac,27,,176,108,176,68,68,1,67,0,0,3,0,0,0,0,0,18,6,0,28,0,2,10
70327,Bor,27,,1568,770,1568,798,798,4,794,2,2,20,3,1,3,3,18,302,61,3,194,2,2,178
70335,Bosilegrad,27,,262,197,262,65,65,3,62,0,0,3,1,0,0,0,1,1,34,0,18,0,0,4
70343,Brus,27,,295,207,295,88,88,0,88,2,0,7,0,0,0,1,0,10,21,3,24,0,0,20
70351,Bujanovac,27,,808,669,808,139,139,0,139,1,0,6,2,0,0,0,1,15,18,1,86,0,1,8
70360,Vaqevo,27,,1331,577,1332,754,754,8,746,0,1,46,6,0,9,0,12,149,131,2,183,5,2,200
70378,Varvarin,27,,397,176,397,221,221,6,215,6,1,16,2,0,0,2,1,45,34,5,66,0,4,33
70386,Velika Plana,27,,1324,668,1323,656,656,12,644,1,0,32,6,0,1,0,10,192,96,0,211,5,1,89
70394,Veliko Gradi{te,27,,280,163,280,117,117,1,116,1,0,18,0,0,0,0,0,36,17,0,41,0,0,3
70408,Vladimirci,27,,234,143,234,91,91,2,89,0,0,1,1,0,0,1,5,20,9,1,36,1,0,14
70416,Vladi~in Han,27,,141,104,141,37,37,0,37,0,0,2,1,0,2,0,0,5,6,0,14,0,0,7
70424,Vlasotince,27,,626,408,626,218,218,4,214,2,0,17,3,3,1,1,2,14,7,0,134,1,1,28
70432,Vrawe,27,,1547,851,1546,696,696,3,693,0,3,17,3,2,1,0,9,146,85,1,244,10,3,169
70459,Vrwa~ka Bawa,27,,479,226,479,253,253,5,248,0,1,14,0,0,2,0,3,23,50,0,105,0,0,50
70467,Gaxin Han,27,,251,148,251,103,103,3,100,0,1,7,1,1,0,1,3,19,10,1,40,11,1,4
70475,Golubac,27,,328,181,328,147,147,4,143,1,1,20,0,0,0,1,0,17,17,0,55,1,0,30
70483,Gorwi Milanovac,27,,203,113,203,90,90,1,89,0,2,7,0,0,0,0,3,22,9,0,28,0,0,18
70491,Despotovac,27,,577,280,578,297,297,3,294,1,0,8,2,1,2,1,10,76,59,3,88,1,0,42
70513,Doqevac,27,,601,323,601,278,278,4,274,0,0,39,2,0,0,0,5,56,8,0,128,1,2,33
70521,@abari,27,,515,327,515,188,188,6,182,2,2,19,0,0,0,0,9,48,13,0,68,0,0,21
70530,@agubica,27,,356,217,356,139,139,2,137,6,0,6,2,0,0,1,4,21,27,0,45,1,0,24
70548,@itora|a,27,,399,217,399,182,182,2,180,0,6,22,1,2,2,0,0,26,13,1,79,7,1,20
70556,Zaje~ar,27,,886,422,886,464,464,9,455,1,1,36,6,1,2,0,8,113,44,1,158,1,3,80
70564,Ivawica,27,,185,130,185,55,55,0,55,1,0,2,0,0,0,1,0,0,4,0,42,0,0,5
70572,Kladovo,27,,341,185,341,156,156,6,150,5,0,4,1,1,0,0,0,14,87,0,18,1,0,19
70599,Kni},27,,428,223,428,205,205,4,201,0,0,8,0,0,3,1,6,30,44,1,89,6,0,13
70602,Kwa`evac,27,,120,58,120,62,62,4,58,1,0,3,1,0,1,1,1,7,7,1,26,0,0,9
70629,Kosjeri},27,,660,324,660,336,336,8,328,2,2,15,0,1,1,0,10,83,53,0,81,1,2,77
70637,Koceqeva,27,,295,175,295,120,120,2,118,0,3,14,0,1,0,1,0,8,25,0,59,1,0,6
70645,Kragujevac-grad,27,,1610,738,1610,872,872,15,857,2,5,33,8,0,0,1,21,182,154,0,259,5,1,186
70653,Kraqevo,27,,1419,710,1419,709,709,3,706,0,0,37,4,1,3,0,10,101,119,1,201,3,1,225
70661,Krupaw,27,,549,351,549,198,198,1,197,2,2,5,1,0,1,0,1,30,30,2,74,1,1,47
70670,Kru{evac,27,,852,596,852,256,256,5,251,1,1,64,1,1,43,0,2,59,11,0,40,2,0,26
70688,Kur{umlija,27,,164,102,164,62,62,0,62,0,1,3,0,0,0,0,3,11,3,0,23,0,0,18
70696,Ku~evo,27,,204,115,204,89,89,0,89,1,2,4,0,2,0,0,1,18,5,0,36,0,4,16
70700,Lajkovac,27,,295,105,295,190,190,2,188,1,0,26,1,0,1,1,10,28,39,0,49,0,0,32
70718,Lebane,27,,281,171,291,110,110,2,108,0,1,20,1,0,0,0,0,3,8,0,62,1,1,11
70726,Leskovac,27,,446,205,447,241,241,2,239,0,3,16,3,1,1,1,0,64,18,0,87,0,0,45
70734,Loznica,27,,128,68,128,60,60,1,59,0,1,4,3,0,0,0,0,0,32,1,8,0,1,9
70742,Lu~ani,27,,154,69,154,85,85,2,83,0,0,4,0,0,0,0,2,19,23,0,19,0,1,15
70769,Qig,27,,325,148,325,177,177,3,174,3,3,6,1,1,4,0,3,12,48,0,46,1,1,45
70777,Qubovija,27,,243,138,243,105,105,2,103,2,0,26,0,0,0,0,3,2,6,0,34,1,0,29
70785,Majdanpek,27,,402,230,402,172,172,4,168,4,0,19,1,2,2,1,8,40,13,0,41,4,0,33
70793,Mali Zvornik,27,,206,94,206,112,112,2,110,2,18,6,0,0,0,0,0,10,3,0,66,0,0,5
70807,Malo Crni}e,27,,600,407,600,193,193,2,191,9,1,15,0,0,1,0,4,41,25,0,41,0,1,53
70815,Medve|a,27,,112,72,112,40,40,0,40,0,0,6,0,0,0,0,0,1,10,0,12,4,0,7
70823,Mero{ina,27,,186,73,186,113,113,0,113,1,1,13,1,1,0,0,0,17,18,0,46,1,0,14
70831,Mionica,27,,406,230,406,176,176,3,173,0,4,13,0,0,0,0,3,17,49,1,56,1,0,29
70840,Negotin,27,,568,415,568,153,152,3,149,1,0,36,0,1,2,0,3,24,22,1,34,0,1,24
70858,Ni{,27,,1698,867,1698,831,831,3,828,0,7,23,21,2,3,2,12,248,117,0,161,8,1,223
70866,Nova Varo{,27,,300,184,300,116,116,2,114,0,0,10,0,0,0,0,0,14,18,0,63,1,1,7
70874,Novi Pazar,27,,339,51,339,288,288,1,287,0,0,0,0,0,0,0,0,10,0,0,15,0,13,249
70904,Para}in,27,,230,126,231,104,104,1,103,7,1,4,0,0,0,0,1,14,19,1,27,0,0,29
70912,Petrovac,27,,495,331,495,164,164,3,161,4,2,22,0,0,1,1,2,45,23,0,42,1,3,15
70939,Pirot,27,,961,493,961,468,467,5,462,4,3,7,9,0,4,0,8,114,55,4,83,1,5,165
70947,Po`arevac,27,,557,305,557,252,250,2,248,1,3,20,0,0,0,0,6,57,17,0,76,1,3,64
70955,Po`ega,27,,447,219,447,228,228,7,221,1,1,19,2,1,1,0,5,35,29,0,72,6,2,47
70963,Pre{evo,27,,156,48,156,108,108,0,108,0,0,20,0,0,0,3,0,4,1,0,77,0,0,3
70971,Priboj,27,,104,63,104,41,41,0,41,0,0,3,1,0,0,0,0,5,7,1,21,1,0,2
70980,Prijepoqe,27,,206,109,206,97,97,0,97,0,0,2,0,0,1,0,1,1,30,1,55,0,0,6
70998,Prokupqe,27,,866,408,866,458,458,4,454,0,6,10,6,0,2,0,11,85,86,0,131,4,2,111
71013,Ra~a,27,,271,189,271,82,82,1,81,0,1,3,0,0,0,1,3,16,25,0,8,0,0,24
71021,Ra{ka,27,,271,113,271,158,158,3,155,0,0,20,4,0,1,1,2,19,23,0,71,2,1,11
71030,Rekovac,27,,552,257,552,295,295,1,294,0,1,26,1,0,0,1,18,28,56,0,61,1,0,101
71048,Jagodina,27,,202,109,202,93,93,0,93,2,0,3,1,0,0,0,1,11,7,1,61,0,0,6
71056,Svilajnac,27,,334,168,334,166,166,5,161,0,0,14,0,1,2,1,1,35,6,0,52,3,0,46
71064,Svrqig,27,,504,250,504,254,254,3,251,4,4,11,4,1,0,2,6,22,30,3,100,24,5,35
71072,Sjenica,27,,160,24,160,136,136,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136
71099,Smederevo,27,,1614,976,1612,638,638,6,632,1,5,12,1,0,2,1,15,139,60,0,313,3,0,80
71102,Smederevska Palanka,27,,535,292,535,243,243,6,237,2,1,20,2,0,6,1,12,68,26,2,56,0,0,41
71129,Sokobawa,27,,398,269,398,129,129,1,128,2,1,20,0,0,0,0,2,13,15,0,57,0,3,15
71137,Surdulica,27,,309,213,309,96,96,0,96,0,0,9,2,0,0,1,1,22,10,0,45,1,1,4
71145,U`ice,27,,316,198,316,118,118,2,116,0,1,8,1,0,0,2,5,15,31,0,26,3,0,24
71153,Topola,27,,386,172,386,214,214,5,209,1,0,13,0,0,0,0,13,44,50,0,37,1,1,49
71170,Trstenik,27,,452,354,452,98,98,1,97,0,3,9,0,1,0,1,3,10,29,0,33,0,1,7
71188,Tutin,27,,176,13,176,163,163,0,163,0,0,1,0,0,0,0,0,0,4,0,0,0,0,158
71200,]uprija,27,,1376,960,1376,416,416,6,410,18,2,9,0,0,0,1,6,134,28,0,141,1,0,70
71218,Ub,27,,661,416,661,245,245,5,240,1,3,10,1,1,0,0,6,25,61,1,99,1,0,31
71234,^ajetina,27,,2474,1295,2474,1179,1179,29,1150,2,7,67,6,0,4,2,20,157,274,0,298,2,2,309
71242,^a~ak,27,,1383,640,1383,743,743,8,735,1,2,38,4,0,2,0,13,147,140,1,144,2,2,239
71269,[abac,27,,1185,623,1185,562,562,12,550,0,0,11,5,0,0,2,12,76,87,0,206,2,1,148
80012,Ada,27,,195,116,195,79,79,1,78,0,3,0,0,0,0,4,1,0,6,0,2,1,1,60
80047,Apatin,27,,938,513,938,425,425,4,421,0,2,4,1,5,1,2,3,20,15,1,28,1,0,338
80063,Ba~ka Palanka,27,,1103,503,1103,600,600,3,597,1,1,50,4,0,0,0,14,71,59,1,332,2,1,61
80071,Ba~ka Topola,27,,678,325,678,353,353,5,348,3,3,14,2,4,0,2,11,32,27,2,156,1,5,86
80080,Ba~ki Petrovac,27,,515,243,515,272,272,3,269,1,2,12,1,0,0,1,10,36,20,0,147,0,0,39
80110,Be~ej,27,,781,448,781,333,333,5,328,0,1,7,1,1,2,1,10,41,18,2,68,0,2,174
80128,Vr{ac,27,,864,517,864,347,347,5,342,3,2,5,0,2,2,1,4,79,26,2,111,1,0,104
80136,@abaq,27,,557,342,557,215,215,2,213,3,0,4,1,0,0,0,8,37,23,1,100,2,0,34
80144,@iti{te,27,,531,351,531,180,180,3,177,1,0,3,0,1,0,0,7,22,9,5,28,1,1,99
80152,Zrewanin,27,,848,445,848,403,403,5,398,1,3,27,3,0,4,1,16,56,20,0,172,4,3,88
80179,In|ija,27,,389,176,393,213,213,3,210,2,1,9,0,0,6,1,0,55,13,1,107,0,0,15
80195,Kawia,27,,227,85,227,142,142,1,141,1,3,0,2,0,0,0,1,1,8,1,0,0,3,121
80209,Kikinda,27,,1005,506,1005,499,499,7,492,0,1,7,1,0,0,0,14,94,24,0,222,2,0,127
80217,Kova~ica,27,,173,60,173,113,113,1,112,0,1,12,0,1,0,0,3,9,15,1,47,0,0,23
80233,Kula,27,,1086,610,1086,476,476,5,471,2,0,33,6,0,1,2,2,54,30,1,272,1,1,66
80268,Novi Be~ej,27,,587,296,587,291,291,5,286,2,0,6,4,2,2,1,6,57,23,0,149,0,1,33
80276,Novi Kne`evac,27,,164,83,164,81,81,1,80,0,0,1,0,0,0,0,0,7,8,0,38,2,0,24
80284,Novi Sad-grad,27,,1917,955,1917,962,962,4,958,1,5,6,1,0,3,0,37,180,78,2,259,1,0,385
80306,Oxaci,27,,615,303,609,312,312,2,310,0,0,15,0,0,0,1,2,43,11,0,165,2,1,70
80314,Pan~evo,27,,1887,983,1888,904,904,7,897,1,0,15,6,0,1,0,20,306,80,1,320,1,2,144
80322,Pe}inci,27,,343,171,343,172,172,5,167,2,5,8,1,0,2,0,2,20,23,0,72,1,5,26
80357,Ruma,27,,1046,548,1046,498,498,5,493,7,2,10,2,2,1,3,14,76,70,1,220,1,5,79
80365,Senta,27,,605,327,605,278,278,5,273,1,3,2,0,3,5,0,4,6,7,3,5,2,6,226
80373,Se~aw,27,,475,204,475,271,271,5,266,0,2,16,1,0,0,1,7,32,40,0,135,1,1,30
80381,Sombor,27,,1594,740,1594,854,854,7,847,0,2,12,8,2,4,1,8,231,93,0,285,5,0,196
80390,Srbobran,27,,489,244,492,245,245,6,239,2,0,8,3,0,0,0,12,41,13,0,119,0,0,41
80403,Sremska Mitrovica,27,,1431,695,1431,736,736,8,728,1,2,19,2,2,6,1,17,118,109,0,304,2,5,140
80420,Stara Pazova,27,,1456,728,1456,728,728,17,711,3,2,18,0,1,5,2,10,161,76,0,274,2,1,156
80438,Subotica,27,,1110,503,1110,607,607,9,598,0,3,2,1,2,0,3,5,126,25,3,65,2,3,358
80446,Temerin,27,,478,217,481,261,261,2,259,1,1,1,0,0,1,0,5,12,0,0,17,0,0,221
80462,Vrbas,27,,838,397,838,441,441,9,432,2,1,12,1,0,0,0,12,54,36,0,135,2,5,172
80489,^oka,27,,392,179,392,213,213,7,206,1,5,1,2,2,1,2,0,17,1,1,51,0,2,120
80497,[id,27,,727,372,728,355,355,3,352,0,0,9,5,1,2,0,5,63,43,0,119,1,3,101
90158,Leposavi},27,,209,105,209,104,104,0,104,0,0,6,0,1,0,0,2,34,4,0,42,1,0,14
70017,Aleksandrovac,28,,315,184,315,131,131,9,122,4,1,8,2,1,4,0,1,11,23,1,45,0,1,20
70025,Aleksinac,28,,168,105,168,63,63,0,63,0,0,1,2,1,2,0,1,16,4,1,26,0,2,7
70033,Aran|elovac,28,,484,269,484,215,215,2,213,2,1,11,2,1,0,0,8,28,44,1,57,1,0,57
70041,Ariqe,28,,298,154,298,144,144,1,143,0,2,9,2,0,2,0,2,13,37,1,56,1,0,18
70050,Babu{nica,28,,356,175,356,181,181,5,176,1,9,17,1,2,0,0,1,19,23,0,90,1,0,12
70068,Bajina Ba{ta,28,,172,93,172,79,79,1,78,0,1,4,0,1,1,0,1,9,9,0,29,0,0,23
70076,Bato~ina,28,,386,185,386,201,201,3,198,3,0,7,3,0,4,1,5,38,39,0,61,0,1,36
70084,Bela Palanka,28,,188,162,188,26,26,0,26,0,1,1,1,0,2,0,1,5,3,0,9,1,0,2
70106,Vo`dovac,28,,1761,946,1761,815,815,8,807,0,2,18,1,0,3,0,24,156,145,1,123,2,0,332
70114,Vra~ar,28,,963,429,963,534,534,3,531,1,0,13,1,0,2,0,8,51,145,0,65,1,0,244
70122,Grocka,28,,945,486,944,459,459,14,445,0,2,84,2,1,0,2,4,106,76,0,120,0,4,44
70149,Zvezdara,28,,2009,1066,2009,943,943,8,935,1,5,28,6,1,1,0,21,221,140,0,204,2,1,304
70157,Zemun,28,,1421,760,1421,661,661,5,656,1,1,12,1,0,1,0,16,133,84,0,187,4,1,215
70165,Lazarevac,28,,1302,739,1302,563,563,8,555,2,0,16,3,1,1,0,22,94,95,0,217,1,1,102
70173,Mladenovac,28,,1198,647,1098,551,551,0,551,1,1,17,4,1,3,0,5,174,42,1,206,3,1,92
70181,Novi Beograd,28,,1700,826,1700,874,874,1,873,0,2,39,5,1,2,0,19,136,135,1,170,3,3,357
70190,Obrenovac,28,,1588,822,1588,766,766,9,757,1,9,10,0,2,2,0,11,176,84,4,315,3,1,139
70203,Palilula,28,,1035,526,1035,509,509,4,505,0,2,15,1,0,1,1,10,67,74,0,116,0,2,216
70211,Rakovica,28,,1640,765,1640,875,875,3,872,1,3,22,1,0,0,0,14,165,145,1,208,4,0,308
70220,Savski Venac,28,,1030,485,1030,545,545,3,542,0,1,12,2,0,0,0,15,84,111,0,81,0,0,236
70238,Sopot,28,,540,270,540,270,270,3,267,1,0,7,0,0,0,0,1,84,36,0,72,0,0,66
70246,Stari Grad,28,,1309,633,1309,676,676,7,669,1,2,14,1,0,1,0,8,94,119,0,71,0,0,358
70254,^ukarica,28,,2105,1022,2105,1083,1083,6,1077,1,1,23,6,0,0,1,35,228,200,3,246,0,1,332
70262,Blace,28,,249,134,250,115,115,2,113,0,0,4,0,0,1,2,1,17,22,2,35,0,0,29
70289,Bogati},28,,487,233,487,254,254,12,242,0,2,8,1,0,5,0,19,37,26,1,119,1,0,23
70297,Bojnik,28,,116,45,116,71,71,0,71,0,2,11,1,0,3,2,0,7,2,2,25,2,0,14
70319,Boqevac,28,,339,230,339,109,109,2,107,1,0,9,0,1,0,0,4,9,22,0,36,0,1,24
70327,Bor,28,,1507,678,1506,829,828,11,817,2,1,19,5,4,3,2,23,297,94,2,151,1,2,211
70335,Bosilegrad,28,,157,95,157,62,62,0,62,1,1,5,0,1,0,1,1,7,13,0,6,1,0,25
70343,Brus,28,,463,126,464,337,337,14,323,0,6,8,0,1,2,2,0,10,262,1,17,0,1,13
70351,Bujanovac,28,,289,127,289,162,162,2,160,0,1,5,4,0,0,0,1,34,20,0,85,2,1,7
70360,Vaqevo,28,,1615,599,1615,1016,1016,23,993,2,4,38,5,1,6,4,29,161,245,3,169,3,5,318
70378,Varvarin,28,,559,395,559,164,164,3,161,0,2,4,1,0,0,0,2,16,20,0,105,0,1,10
70386,Velika Plana,28,,1098,606,1098,492,492,9,483,1,0,16,3,0,4,1,1,140,33,1,208,6,0,69
70394,Veliko Gradi{te,28,,469,329,469,140,140,0,140,1,1,24,0,2,0,1,5,27,6,0,47,0,0,26
70408,Vladimirci,28,,309,156,309,153,153,3,150,3,1,17,0,1,0,1,5,10,40,1,49,0,3,19
70416,Vladi~in Han,28,,124,58,124,66,66,0,66,0,0,0,1,0,0,0,0,4,2,1,38,0,0,20
70424,Vlasotince,28,,666,298,666,368,368,3,365,2,0,23,4,3,0,0,1,36,21,0,222,6,3,44
70432,Vrawe,28,,1641,916,1641,725,723,17,706,2,4,26,1,0,1,5,11,142,62,1,348,3,2,98
70459,Vrwa~ka Bawa,28,,1288,768,1288,520,520,10,510,0,0,16,1,0,6,2,5,72,86,0,256,3,3,60
70467,Gaxin Han,28,,385,191,385,194,194,3,191,1,0,33,8,0,3,3,6,10,19,2,92,2,4,8
70475,Golubac,28,,241,112,241,129,129,8,121,1,2,8,1,0,1,0,6,16,19,1,23,0,0,43
70483,Gorwi Milanovac,28,,250,109,250,141,141,3,138,0,0,5,0,0,0,0,1,34,18,0,57,1,0,22
70491,Despotovac,28,,501,245,501,256,256,3,253,2,2,15,2,0,2,2,4,51,36,0,107,5,1,24
70513,Doqevac,28,,413,235,413,178,178,4,174,0,0,9,2,0,1,3,2,37,6,0,91,0,0,23
70521,@abari,28,,727,439,727,288,288,4,284,1,0,39,2,1,2,0,2,62,23,1,103,5,3,40
70530,@agubica,28,,188,125,188,63,63,2,61,0,0,6,0,0,0,0,2,12,5,0,19,1,2,14
70548,@itora|a,28,,367,220,367,147,147,3,144,1,0,16,1,0,1,0,0,39,10,1,58,6,1,10
70556,Zaje~ar,28,,1018,609,1018,409,409,13,396,5,5,16,4,4,3,2,13,87,46,3,145,2,6,55
70564,Ivawica,28,,124,56,124,68,68,0,68,0,0,2,0,0,0,0,0,7,6,1,35,1,0,16
70572,Kladovo,28,,530,192,530,338,338,8,330,2,3,14,2,8,0,0,0,47,116,0,80,0,0,58
70599,Kni},28,,346,187,346,159,158,1,157,2,0,3,0,0,0,0,6,22,11,0,93,0,0,20
70602,Kwa`evac,28,,114,52,114,62,62,0,62,0,0,5,0,0,0,1,4,10,4,1,25,0,0,12
70629,Kosjeri},28,,390,182,390,208,208,3,205,0,0,15,0,0,0,0,6,25,62,0,29,1,0,67
70637,Koceqeva,28,,183,73,183,110,110,1,109,0,0,8,0,0,0,0,1,3,20,1,68,0,2,6
70645,Kragujevac-grad,28,,1744,845,1745,899,899,9,890,4,3,23,1,1,0,0,16,120,149,1,296,3,2,271
70653,Kraqevo,28,,815,282,815,533,533,22,511,1,4,6,2,0,1,0,12,124,69,0,141,3,3,145
70661,Krupaw,28,,209,125,209,84,84,1,83,1,0,6,0,1,0,0,1,9,21,1,29,0,4,10
70670,Kru{evac,28,,1512,687,1512,825,825,5,820,1,5,33,5,3,3,0,14,162,177,0,179,2,0,236
70688,Kur{umlija,28,,283,148,283,135,135,1,134,0,1,8,1,0,0,0,0,9,11,0,72,2,0,30
70696,Ku~evo,28,,473,288,473,185,184,6,178,9,2,22,0,3,0,1,2,26,33,0,39,1,0,40
