PREDSEDNICKIIZBORIodržani13.juna2004.prvikrug,VAR00001,V2,,V3,V4,V5,V6,V7,V8,V9,Ljiljana Aranđelović,Vladan Batić,Ivica Dačić,Milovan Drecun,Dragan Djordjević,Branislav Ivković,Mirko Jović,Jelisaveta Karađorđević,Bogoljub Karić,Dragan Maršićanin,Zoran Milinković,Tomislav Nikolić,Borislav Pelević,Marijan Rističević,Boris Tadić
70564,Ivawica,18,,209,106,209,103,103,4,99,0,1,5,0,1,0,0,1,9,19,0,43,0,0,20
70572,Kladovo,18,,112,83,112,29,29,0,29,0,0,6,0,0,0,0,1,2,0,1,18,1,0,0
70599,Kni},18,,203,113,203,90,90,2,88,0,0,6,0,0,0,0,3,9,16,0,27,0,0,27
70602,Kwa`evac,18,,977,611,977,366,366,4,362,0,1,13,8,1,0,1,2,46,49,0,168,1,0,72
70629,Kosjeri},18,,461,251,461,210,210,6,204,1,3,10,1,2,0,1,6,30,43,1,66,0,0,40
70637,Koceqeva,18,,210,100,210,110,110,4,106,0,0,13,1,0,0,0,2,12,22,0,38,0,0,18
70645,Kragujevac-grad,18,,968,416,970,552,552,7,545,1,1,23,3,0,2,0,15,76,101,0,128,2,0,193
70653,Kraqevo,18,,1601,789,1601,812,812,10,802,0,3,33,7,1,5,1,18,120,161,0,154,1,0,298
70661,Krupaw,18,,282,127,282,155,155,5,150,3,0,18,0,0,3,0,0,14,30,0,69,0,0,13
70670,Kru{evac,18,,1881,906,1882,975,974,19,955,1,5,35,4,0,1,4,23,191,203,2,215,4,0,267
70688,Kur{umlija,18,,512,275,512,237,237,4,233,0,0,13,1,0,0,0,8,48,31,1,81,1,0,49
70696,Ku~evo,18,,1121,505,1121,616,616,15,601,14,2,16,1,2,0,0,13,153,68,2,206,1,0,123
70700,Lajkovac,18,,364,174,364,190,190,10,180,2,0,6,0,1,2,3,8,23,42,0,48,0,1,44
70718,Lebane,18,,208,140,208,68,68,1,67,1,2,7,0,0,0,0,1,7,3,0,42,1,0,3
70726,Leskovac,18,,1834,861,1844,973,973,4,969,0,6,26,11,1,12,2,13,273,107,1,322,3,5,187
70734,Loznica,18,,200,99,200,101,101,3,98,0,3,10,0,0,1,1,0,7,24,0,45,0,0,7
70742,Lu~ani,18,,334,180,334,154,154,2,152,0,1,19,0,0,0,3,4,42,10,1,17,2,0,53
70769,Qig,18,,726,308,726,418,418,14,404,0,2,11,0,1,12,0,11,69,94,0,120,1,0,83
70777,Qubovija,18,,202,102,202,100,100,2,98,0,0,34,0,1,1,0,6,2,12,2,29,0,0,11
70785,Majdanpek,18,,338,184,338,154,154,3,151,0,3,16,2,2,0,0,2,19,34,0,42,1,5,25
70793,Mali Zvornik,18,,641,324,641,317,317,4,313,0,18,21,0,0,0,1,8,27,63,0,111,0,1,63
70807,Malo Crni}e,18,,355,249,335,106,106,0,106,1,0,18,1,0,0,0,1,24,13,0,32,0,0,16
70815,Medve|a,18,,194,120,194,74,74,2,72,0,0,4,0,0,0,0,1,27,4,0,33,0,1,2
70823,Mero{ina,18,,218,94,218,124,124,4,120,1,2,22,0,7,1,0,1,21,9,1,42,3,0,10
70831,Mionica,18,,100,53,100,47,47,1,46,0,1,4,2,0,0,0,2,1,18,1,14,0,0,3
70840,Negotin,18,,386,249,385,137,137,4,133,0,0,3,1,2,6,0,7,17,18,0,21,1,4,53
70858,Ni{,18,,1755,798,1755,957,957,16,941,0,8,19,9,0,0,0,15,239,164,0,185,3,2,297
70866,Nova Varo{,18,,572,325,572,247,247,4,243,2,1,20,2,1,0,2,10,10,37,0,107,0,1,50
70874,Novi Pazar,18,,410,148,410,262,262,4,258,0,2,0,0,0,0,0,0,18,10,0,185,8,0,35
70882,Ose~ina,18,,542,261,543,281,281,8,273,1,1,29,5,2,4,0,14,21,47,0,120,1,3,25
70904,Para}in,18,,1115,586,1116,529,529,12,517,8,2,21,3,0,0,1,4,119,73,0,210,2,0,74
70912,Petrovac,18,,982,548,982,434,434,7,427,5,3,77,0,1,0,0,13,81,56,0,113,1,1,76
70939,Pirot,18,,879,380,879,499,499,5,494,0,1,26,8,0,3,0,8,141,84,0,89,3,1,130
70947,Po`arevac,18,,1337,687,1337,650,649,5,644,5,3,21,3,1,2,0,3,218,52,1,181,2,1,151
70955,Po`ega,18,,265,143,265,122,122,1,121,1,0,3,7,0,0,3,1,13,24,0,41,0,0,28
70963,Pre{evo,18,,194,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70971,Priboj,18,,725,395,725,330,330,2,328,2,1,7,0,0,10,3,1,64,33,1,134,0,0,72
70980,Prijepoqe,18,,167,64,167,103,103,2,101,0,0,6,2,1,0,0,0,3,21,0,63,0,1,4
70998,Prokupqe,18,,746,388,746,358,358,4,354,0,1,18,1,0,1,2,3,122,47,0,101,3,0,55
71005,Ra`aw,18,,369,210,368,159,158,3,155,4,1,8,8,4,2,3,1,36,3,1,66,3,1,14
71013,Ra~a,18,,463,234,456,229,229,4,225,0,0,18,7,4,0,0,5,35,44,1,58,6,1,46
71021,Ra{ka,18,,166,79,166,87,87,0,87,0,0,3,0,0,4,0,2,4,12,1,53,0,0,8
71030,Rekovac,18,,114,47,114,67,67,1,66,0,0,6,1,0,0,0,5,7,10,0,12,0,0,25
71048,Jagodina,18,,1021,599,1021,422,422,4,418,26,4,8,1,0,1,1,4,119,25,0,136,4,0,89
71056,Svilajnac,18,,973,568,973,405,405,6,399,2,0,84,3,2,1,1,9,50,82,0,115,0,0,50
71064,Svrqig,18,,349,211,349,138,138,2,136,1,0,9,1,1,3,3,0,18,13,0,62,4,13,8
71072,Sjenica,18,,548,381,548,167,167,3,164,1,0,1,0,0,0,0,1,7,5,0,18,0,0,131
71099,Smederevo,18,,1402,733,1402,669,667,4,663,1,4,24,2,0,0,0,19,148,77,1,197,2,1,187
71102,Smederevska Palanka,18,,435,260,435,175,175,1,174,1,2,13,0,2,3,0,3,23,23,1,74,0,1,28
71129,Sokobawa,18,,168,78,168,90,90,1,89,1,1,11,0,0,0,0,1,8,7,0,56,1,1,2
71137,Surdulica,18,,557,330,557,227,227,2,225,0,0,14,10,1,0,0,4,47,24,0,84,2,3,36
71145,U`ice,18,,744,401,744,343,343,4,339,1,1,13,1,3,3,0,6,71,65,3,83,2,1,86
71153,Topola,18,,250,119,250,131,131,1,130,0,1,2,2,0,0,0,3,14,62,0,29,0,0,17
71161,Trgovi{te,18,,138,83,138,55,55,0,55,2,3,12,1,1,0,0,1,9,5,0,17,0,0,4
71170,Trstenik,18,,480,275,480,205,205,7,198,2,2,4,2,0,2,0,8,21,51,0,45,1,0,60
71188,Tutin,18,,216,135,216,81,81,0,81,0,0,0,0,0,0,0,0,0,13,0,0,0,0,68
71196,]i}evac,18,,484,205,484,279,279,2,277,10,2,14,1,0,5,2,8,53,49,0,72,1,2,58
71200,]uprija,18,,1020,807,1020,213,213,4,209,9,0,3,1,1,0,0,4,107,11,1,59,1,0,12
71218,Ub,18,,489,273,492,216,216,1,215,1,1,14,0,0,0,1,1,23,17,0,71,2,0,84
71234,^ajetina,18,,636,354,636,282,282,2,280,3,2,17,2,1,0,0,2,29,57,0,124,2,0,41
71242,^a~ak,18,,1807,897,1807,910,910,9,901,0,4,46,3,1,4,0,17,203,180,2,205,6,1,229
71269,[abac,18,,1604,785,1604,819,819,8,811,0,1,55,6,1,2,5,30,136,117,2,197,4,1,254
80012,Ada,18,,716,294,716,422,422,2,420,1,2,21,2,2,0,1,7,89,17,3,171,0,2,102
80039,Alibunar,18,,1050,665,1050,385,385,6,379,2,1,8,2,0,7,0,10,105,57,0,62,3,2,120
80047,Apatin,18,,870,589,870,281,281,9,272,0,2,21,0,4,1,0,5,35,26,0,39,0,1,138
80055,Ba~,18,,339,136,339,203,203,4,199,3,0,10,1,0,0,0,0,13,10,0,98,2,0,62
80063,Ba~ka Palanka,18,,980,433,980,547,547,3,544,0,2,18,1,0,0,1,24,123,48,0,221,3,2,101
80071,Ba~ka Topola,18,,690,354,690,336,336,2,334,2,2,1,2,1,0,1,3,14,12,3,30,0,0,263
80080,Ba~ki Petrovac,18,,332,180,332,152,152,4,148,0,0,6,0,1,1,0,2,30,14,0,11,1,1,81
80098,Bela Crkva,18,,836,360,836,476,476,12,464,3,0,30,1,0,1,1,6,154,61,2,141,2,4,58
80101,Beo~in,18,,104,40,104,64,64,0,64,0,0,2,1,1,12,0,1,6,7,1,28,1,1,3
80110,Be~ej,18,,206,109,206,97,97,4,93,3,8,5,2,3,1,2,2,10,7,0,0,2,4,44
80128,Vr{ac,18,,1046,544,1046,502,502,6,496,3,5,11,2,3,1,0,17,117,49,1,150,6,0,131
80136,@abaq,18,,615,258,615,357,357,4,353,0,1,3,3,0,0,0,5,57,10,0,249,3,0,22
80144,@iti{te,18,,312,104,412,208,208,1,207,0,0,18,1,0,1,0,6,51,17,1,74,0,0,38
80152,Zrewanin,18,,1697,748,1697,949,948,5,943,1,4,55,5,4,5,2,16,82,113,1,444,5,1,205
80179,In|ija,18,,1025,428,1025,597,597,4,593,1,0,14,2,0,3,1,20,136,71,1,226,3,1,114
80195,Kawia,18,,783,383,783,400,400,4,396,1,4,1,1,0,0,4,0,16,10,0,11,1,1,346
80209,Kikinda,18,,910,496,910,414,414,6,408,0,3,0,2,0,0,0,2,98,22,0,192,0,1,88
80217,Kova~ica,18,,448,258,448,190,190,6,184,1,3,7,1,0,2,0,13,32,21,0,79,0,0,25
80225,Kovin,18,,1221,694,1221,527,527,4,523,1,8,5,0,2,1,1,5,91,23,0,19,1,2,364
80233,Kula,18,,802,348,802,454,454,4,450,2,2,11,3,0,1,3,14,53,44,3,255,1,1,57
80241,Mali I|o{,18,,300,126,300,174,174,3,171,0,1,14,0,1,1,1,2,35,16,0,54,1,4,41
80250,Nova Crwa,18,,394,129,394,265,265,1,264,1,11,8,0,0,0,0,4,33,34,2,81,2,0,88
80268,Novi Be~ej,18,,641,323,641,318,318,9,309,5,1,11,2,1,3,0,10,53,28,1,110,1,3,80
80276,Novi Kne`evac,18,,307,114,307,193,193,4,189,0,1,3,0,0,0,2,3,29,8,2,44,1,2,94
80284,Novi Sad-grad,18,,1772,964,1773,808,808,9,799,3,3,14,5,0,4,2,7,196,37,0,415,3,0,110
80292,Opovo,18,,351,198,351,153,153,2,151,0,1,4,1,0,0,0,7,32,18,1,62,0,2,23
80306,Oxaci,18,,599,271,599,328,328,4,324,0,0,36,3,1,1,0,1,37,18,0,197,1,0,29
80314,Pan~evo,18,,1505,736,1563,769,769,13,756,1,0,21,2,0,1,1,9,220,45,0,364,1,2,89
80322,Pe}inci,18,,657,270,657,387,387,3,384,0,4,17,3,1,0,0,6,46,74,1,123,4,1,104
80349,Plandi{te,18,,449,207,449,242,242,6,236,2,0,9,1,0,1,1,6,35,47,0,63,1,1,69
80357,Ruma,18,,1036,393,1036,643,643,17,626,1,1,11,7,2,0,0,19,98,76,2,229,2,3,175
80365,Senta,18,,811,459,810,352,352,6,346,1,4,0,1,3,5,3,2,2,9,0,8,1,4,303
80373,Se~aw,18,,375,180,375,195,195,5,190,1,0,7,1,0,1,0,10,28,22,0,44,1,2,73
80381,Sombor,18,,1392,646,1392,746,746,11,735,1,3,9,5,0,2,0,24,138,84,1,169,2,4,293
80390,Srbobran,18,,505,253,505,252,252,4,248,1,0,2,0,2,0,0,5,48,4,1,63,1,0,121
80403,Sremska Mitrovica,18,,1119,515,1119,604,604,6,598,3,1,9,0,2,5,0,12,50,85,1,319,2,8,101
80420,Stara Pazova,18,,977,440,977,537,537,5,532,0,2,12,0,0,1,0,3,136,57,0,252,3,1,65
80438,Subotica,18,,1279,800,1279,479,479,5,474,1,4,1,0,2,3,3,4,68,21,1,64,3,0,299
80446,Temerin,18,,883,423,883,460,460,5,455,0,1,3,1,1,2,1,3,41,17,0,71,0,3,311
80454,Titel,18,,682,325,682,357,356,4,352,0,1,7,0,0,0,0,1,29,20,3,257,1,0,33
80462,Vrbas,18,,1160,499,1160,661,661,5,656,1,1,22,4,1,0,0,13,102,60,1,326,3,3,119
80489,^oka,18,,320,140,320,180,180,2,178,5,0,5,1,1,2,0,6,29,12,1,90,0,0,26
80497,[id,18,,773,350,773,423,423,8,415,1,3,9,3,0,0,0,7,32,17,0,285,3,3,52
90042,Gwilane,18,,254,135,254,119,119,3,116,1,0,6,0,0,0,0,0,10,45,0,47,4,0,3
90093,Zubin Potok,18,,190,109,190,81,81,2,79,1,1,1,0,0,0,0,0,7,23,1,43,0,0,2
90140,Kosovska Kamenica,18,,403,157,403,246,246,3,243,0,1,12,0,4,0,0,0,67,14,0,102,0,0,43
90158,Leposavi},18,,267,113,267,154,154,0,154,0,1,7,0,0,0,0,6,38,29,1,58,0,0,14
90166,Lipqan,18,,622,525,622,97,97,1,96,1,0,10,1,0,0,0,1,10,13,0,41,0,0,19
90263,Pri{tina,18,,290,139,290,151,151,1,150,0,0,5,0,0,0,0,1,50,9,0,75,1,0,9
90298,Kosovska Mitrovica,18,,1006,920,1007,86,86,1,85,0,0,2,0,0,0,0,3,26,6,0,41,0,0,7
70726,Leskovac,180,,191,117,191,74,74,0,74,1,2,5,2,0,1,0,0,11,4,0,41,1,0,6
70726,Leskovac,181,,614,416,614,198,198,0,198,0,0,13,1,0,5,1,5,64,7,0,57,3,5,37
70726,Leskovac,182,,647,391,647,256,256,5,251,1,0,20,1,0,0,2,1,55,14,0,113,5,2,37
70726,Leskovac,183,,204,124,204,80,80,1,79,1,0,2,1,1,1,0,1,7,6,0,48,0,0,11
70726,Leskovac,184,,126,73,126,53,53,0,53,0,0,1,0,0,2,0,0,12,4,0,21,2,0,11
70726,Leskovac,185,,251,163,251,88,88,2,86,0,1,5,0,2,0,0,4,10,11,0,43,3,0,7
70726,Leskovac,186,,132,68,132,64,64,2,62,0,2,6,0,0,6,0,0,11,4,0,19,4,0,10
70726,Leskovac,187,,238,165,238,73,73,1,72,1,2,3,1,0,6,0,4,9,2,0,36,0,0,8
70726,Leskovac,188,,148,78,148,70,70,0,70,1,0,13,0,1,6,0,3,8,5,0,22,4,0,7
70726,Leskovac,189,,162,102,162,60,60,1,59,0,1,19,0,1,0,0,1,7,2,0,24,0,0,4
70017,Aleksandrovac,19,,491,177,491,314,314,2,312,1,4,8,1,0,3,2,7,71,73,1,71,2,0,68
70025,Aleksinac,19,,272,137,272,135,135,4,131,1,4,16,0,0,1,0,1,34,10,0,61,1,1,1
70033,Aran|elovac,19,,866,506,866,360,360,5,355,1,1,11,2,0,0,0,4,68,84,0,135,1,0,48
70041,Ariqe,19,,305,130,305,175,175,16,159,2,0,18,0,1,2,2,2,19,41,0,49,9,1,13
70050,Babu{nica,19,,101,20,101,81,81,2,79,5,7,11,1,1,0,0,2,2,3,0,35,1,0,11
70068,Bajina Ba{ta,19,,156,80,156,76,76,0,76,0,0,8,0,0,0,0,1,6,15,0,37,0,0,9
70076,Bato~ina,19,,242,124,242,118,118,1,117,1,0,6,0,0,1,0,10,28,20,0,13,0,0,38
70084,Bela Palanka,19,,225,85,225,140,140,4,136,1,2,17,3,0,2,0,0,15,2,0,61,4,0,29
70092,Barajevo,19,,649,334,649,315,315,8,307,0,1,12,0,0,0,0,6,61,50,0,128,0,1,48
70106,Vo`dovac,19,,2055,945,2055,1110,1110,12,1098,1,0,30,5,0,3,0,29,161,224,0,143,3,1,498
70114,Vra~ar,19,,938,418,938,520,520,4,516,0,0,17,0,0,1,0,9,58,104,0,66,1,1,259
70122,Grocka,19,,1808,1155,1808,653,653,8,645,0,4,34,0,0,3,0,16,136,73,1,239,3,0,136
70149,Zvezdara,19,,1033,489,1033,544,544,4,540,1,1,12,1,0,1,0,14,71,107,0,85,4,0,243
70157,Zemun,19,,1189,579,1189,610,609,5,604,0,2,7,1,0,1,0,19,112,95,2,142,2,0,221
70165,Lazarevac,19,,1240,636,1240,604,604,7,597,3,2,13,1,2,0,1,11,89,128,0,179,1,0,167
70173,Mladenovac,19,,813,402,813,411,411,7,404,0,1,14,0,0,2,0,9,112,59,1,114,0,0,92
70181,Novi Beograd,19,,1367,653,1367,714,714,4,710,1,3,25,4,0,1,0,12,96,114,0,124,4,1,325
70190,Obrenovac,19,,1533,699,1533,834,834,13,821,3,15,18,2,1,2,0,19,145,92,1,231,1,5,286
70203,Palilula,19,,1175,561,1175,614,614,9,605,2,1,17,3,0,3,2,13,90,89,1,99,0,0,285
70211,Rakovica,19,,1876,981,1876,895,895,8,887,2,2,16,3,0,3,0,19,217,119,0,193,4,0,309
70220,Savski Venac,19,,1119,473,1119,646,646,9,637,0,1,15,1,0,3,0,15,92,125,1,84,1,0,299
70238,Sopot,19,,581,277,581,304,304,1,303,2,1,7,0,0,0,0,15,55,41,0,99,1,3,79
70246,Stari Grad,19,,1114,541,1114,573,573,6,567,0,1,4,1,0,0,0,11,91,103,0,99,1,0,256
70254,^ukarica,19,,2148,1021,2148,1127,1127,9,1118,0,1,35,4,3,1,3,26,177,213,1,216,3,0,435
70262,Blace,19,,257,113,257,144,144,1,143,0,0,10,3,3,10,0,2,12,28,0,60,0,1,14
70289,Bogati},19,,827,453,827,374,374,8,366,1,2,24,1,0,6,3,7,20,93,1,138,1,1,68
70297,Bojnik,19,,132,55,132,77,77,1,76,2,0,6,0,0,3,0,0,14,0,0,38,0,1,12
70319,Boqevac,19,,477,259,477,218,218,4,214,2,0,15,3,0,4,2,6,13,46,0,78,1,8,36
70327,Bor,19,,1340,656,1342,684,684,2,682,1,7,12,3,5,8,3,11,228,85,4,153,3,1,158
70335,Bosilegrad,19,,234,146,234,88,88,1,87,0,0,13,0,0,0,0,1,6,32,1,18,0,0,16
70343,Brus,19,,316,116,316,200,200,1,199,4,0,10,0,2,0,0,3,24,58,1,55,1,0,41
70351,Bujanovac,19,,802,785,802,17,17,1,16,3,0,0,0,0,0,0,7,2,0,0,0,0,0,4
70360,Vaqevo,19,,1479,608,1479,871,871,8,863,0,1,41,9,0,3,0,19,140,187,3,158,1,3,298
70378,Varvarin,19,,430,251,430,179,179,6,173,2,0,11,0,1,2,0,2,33,21,3,81,1,0,16
70386,Velika Plana,19,,917,561,917,356,355,7,348,6,0,48,1,1,1,0,4,39,44,0,146,2,1,55
70394,Veliko Gradi{te,19,,590,379,590,211,211,4,207,4,1,36,1,2,0,0,4,45,9,2,58,0,0,45
70408,Vladimirci,19,,158,73,158,85,85,0,85,0,0,36,0,0,0,0,2,6,7,0,27,1,0,6
70416,Vladi~in Han,19,,529,343,529,186,186,5,181,0,1,4,1,4,1,1,2,26,13,1,87,4,1,35
70424,Vlasotince,19,,862,480,862,382,382,3,379,1,0,47,4,0,3,1,5,69,43,2,164,1,1,38
70432,Vrawe,19,,1429,695,1429,734,734,14,720,1,3,35,5,0,1,1,14,152,103,0,219,1,1,184
70459,Vrwa~ka Bawa,19,,117,56,116,61,61,1,60,0,0,4,0,0,1,0,0,2,19,1,26,0,0,7
70467,Gaxin Han,19,,237,156,237,81,81,0,81,0,1,12,0,0,1,0,2,9,20,0,29,0,0,7
70475,Golubac,19,,466,258,466,208,208,1,207,0,2,18,0,0,1,0,4,39,13,0,90,0,2,38
70483,Gorwi Milanovac,19,,493,216,493,277,277,5,272,0,0,22,0,1,1,0,12,21,94,1,81,0,5,34
70491,Despotovac,19,,651,474,651,177,177,8,169,4,2,9,0,0,1,1,13,50,13,1,42,2,2,29
70513,Doqevac,19,,419,219,419,200,200,2,198,0,0,19,1,2,1,1,3,45,31,0,55,0,1,39
70521,@abari,19,,365,252,365,113,113,2,111,0,2,10,1,1,0,0,0,24,13,1,35,0,0,24
70530,@agubica,19,,404,190,404,214,214,5,209,1,1,17,0,1,0,1,0,86,19,0,58,6,1,18
70548,@itora|a,19,,366,200,366,166,166,1,165,2,4,5,0,0,0,0,0,33,24,0,45,16,2,34
70556,Zaje~ar,19,,1195,611,1193,584,584,6,578,0,0,12,8,3,1,1,15,141,81,4,169,4,1,138
70564,Ivawica,19,,173,97,173,76,76,2,74,0,1,6,1,0,0,0,0,4,7,0,49,1,0,5
70572,Kladovo,19,,817,514,817,303,303,9,294,6,1,38,2,0,1,1,6,62,41,0,87,2,0,47
70599,Kni},19,,247,133,247,114,114,0,114,0,0,12,0,0,1,0,9,7,29,0,32,0,3,21
70602,Kwa`evac,19,,841,512,841,329,328,3,325,0,2,11,2,2,0,1,7,56,43,1,152,5,1,42
70629,Kosjeri},19,,187,106,187,81,81,1,80,1,0,6,1,0,0,0,4,10,27,0,12,0,0,19
70637,Koceqeva,19,,309,176,309,133,133,3,130,0,0,12,1,0,0,1,1,10,16,0,67,0,3,19
70645,Kragujevac-grad,19,,806,369,806,437,437,4,433,1,1,15,2,2,0,0,8,51,109,1,108,3,1,131
70653,Kraqevo,19,,1634,910,1634,724,724,8,716,1,4,17,8,0,2,0,20,133,114,6,192,5,0,214
70661,Krupaw,19,,335,158,335,177,177,6,171,0,0,20,3,0,3,1,2,6,16,0,81,3,1,35
70670,Kru{evac,19,,2333,1240,2333,1093,1092,24,1068,3,0,19,3,0,2,0,45,202,206,0,278,2,0,308
70688,Kur{umlija,19,,483,249,483,234,234,0,234,0,0,6,3,0,1,0,2,60,22,1,117,2,0,20
70696,Ku~evo,19,,775,384,778,391,391,6,385,3,0,19,0,0,1,0,3,85,29,0,139,0,0,106
70700,Lajkovac,19,,277,137,277,140,140,1,139,0,0,7,0,1,2,1,7,10,18,0,35,0,0,58
70718,Lebane,19,,454,247,454,207,207,9,198,1,0,9,1,2,4,1,1,48,19,1,58,3,6,44
70726,Leskovac,19,,502,211,502,291,291,2,289,1,1,18,1,0,3,1,1,68,43,0,40,1,0,111
70734,Loznica,19,,194,112,194,82,82,2,80,0,5,9,1,1,1,0,4,7,5,2,32,1,0,12
70742,Lu~ani,19,,426,228,426,198,198,2,196,0,1,20,1,0,0,0,2,46,23,0,48,4,0,51
70769,Qig,19,,738,249,738,489,489,17,472,2,1,21,0,7,16,1,9,86,104,2,132,1,0,90
70777,Qubovija,19,,521,310,522,211,211,12,199,2,1,27,0,1,0,1,6,12,39,0,89,1,1,19
70785,Majdanpek,19,,582,311,583,271,271,3,268,4,3,25,4,2,0,3,8,44,34,0,85,0,5,51
70793,Mali Zvornik,19,,435,244,435,191,191,1,190,0,6,10,0,0,1,2,3,26,24,1,70,1,0,46
70807,Malo Crni}e,19,,416,239,416,177,177,1,176,0,2,25,1,0,4,0,3,47,8,0,51,1,0,34
70815,Medve|a,19,,108,62,108,46,46,0,46,0,1,2,0,0,0,0,0,15,1,0,27,0,0,0
70823,Mero{ina,19,,140,62,140,78,76,2,74,3,0,17,0,3,0,0,2,9,5,0,28,0,4,3
70831,Mionica,19,,394,233,394,161,161,2,159,0,3,6,1,0,0,0,0,10,56,2,46,2,5,28
70840,Negotin,19,,280,162,280,118,118,3,115,1,1,18,2,1,0,1,1,15,16,3,27,0,5,24
70858,Ni{,19,,2007,928,2007,1079,1079,13,1066,4,3,46,11,3,0,3,25,273,162,0,237,2,5,292
70866,Nova Varo{,19,,338,164,338,174,174,1,173,2,1,16,1,2,0,0,1,22,40,1,62,1,1,23
70874,Novi Pazar,19,,118,45,118,73,73,0,73,1,0,7,0,0,0,0,0,3,5,0,53,3,0,1
70882,Ose~ina,19,,499,268,499,231,231,6,225,1,3,28,0,0,0,1,14,9,39,0,88,2,3,37
70904,Para}in,19,,863,428,864,435,435,3,432,3,0,6,1,0,0,1,4,95,41,0,198,1,0,82
70912,Petrovac,19,,587,378,587,209,209,4,205,6,2,26,0,0,0,0,5,53,32,0,52,1,2,26
70939,Pirot,19,,787,370,787,417,416,5,411,0,4,11,2,1,7,0,6,142,36,0,124,1,1,76
70947,Po`arevac,19,,1413,633,1413,780,779,9,770,0,2,23,6,0,0,0,13,193,84,0,201,1,3,244
70955,Po`ega,19,,403,226,403,177,177,3,174,1,0,16,1,1,0,0,2,15,58,0,35,0,0,45
70963,Pre{evo,19,,356,95,356,261,261,16,245,2,0,17,0,0,0,1,4,55,28,0,100,8,0,30
70971,Priboj,19,,1035,577,1035,458,458,2,456,2,15,18,0,0,5,0,1,115,46,0,151,0,0,103
70980,Prijepoqe,19,,121,39,121,82,82,0,82,0,0,2,0,0,0,4,2,2,0,0,69,0,1,2
70998,Prokupqe,19,,943,542,943,401,401,1,400,0,3,19,3,0,0,1,3,107,66,0,123,2,0,73
71005,Ra`aw,19,,129,61,129,68,68,2,66,1,2,0,0,0,0,0,0,16,6,2,36,0,0,3
71013,Ra~a,19,,321,156,321,165,165,1,164,0,1,9,5,0,2,1,3,31,20,0,55,2,0,35
71021,Ra{ka,19,,124,64,124,60,60,0,60,0,1,4,0,0,0,0,1,10,9,2,26,1,0,6
71030,Rekovac,19,,228,143,228,85,85,2,83,0,1,3,0,1,0,0,5,15,18,0,17,0,0,23
71048,Jagodina,19,,228,111,228,117,117,3,114,4,4,9,1,0,0,0,0,30,11,0,35,1,0,19
71056,Svilajnac,19,,778,384,778,394,394,7,387,6,3,24,2,1,4,0,5,62,80,0,110,4,1,85
71064,Svrqig,19,,100,31,100,69,69,3,66,0,6,7,1,0,0,0,0,1,8,0,30,1,12,0
71072,Sjenica,19,,268,145,268,123,123,0,123,0,4,0,0,0,0,0,1,5,0,0,1,0,0,112
71099,Smederevo,19,,1513,765,1513,748,748,14,734,3,1,18,3,1,0,0,19,211,103,0,183,1,1,190
71102,Smederevska Palanka,19,,739,469,739,270,270,4,266,1,0,23,1,0,14,0,6,32,50,0,77,2,0,60
71129,Sokobawa,19,,413,249,413,164,164,3,161,0,3,10,3,2,1,0,4,40,19,0,62,1,3,13
71137,Surdulica,19,,557,313,557,244,244,4,240,0,0,9,4,1,0,0,0,43,29,1,126,4,0,23
71145,U`ice,19,,171,86,171,85,85,0,85,2,0,4,0,0,0,0,4,19,4,0,33,0,0,19
71153,Topola,19,,241,98,241,143,143,4,139,1,0,3,0,1,0,0,5,20,8,0,44,0,0,57
71161,Trgovi{te,19,,100,48,100,52,52,3,49,1,2,10,0,0,0,0,0,1,0,0,27,0,0,8
71170,Trstenik,19,,435,249,435,186,186,11,175,0,1,4,1,0,1,1,4,22,49,0,48,0,1,43
71188,Tutin,19,,121,34,121,87,87,0,87,0,0,0,0,0,0,0,0,4,2,0,4,0,0,77
71196,]i}evac,19,,371,194,371,177,176,1,175,0,2,2,0,0,1,1,4,35,20,1,59,0,0,50
71200,]uprija,19,,819,662,819,157,157,1,156,6,2,8,0,0,0,1,0,57,18,0,36,0,0,28
71218,Ub,19,,317,213,317,104,104,1,103,2,2,5,1,0,0,0,7,14,19,0,36,1,1,15
71234,^ajetina,19,,118,45,118,73,73,0,73,0,0,6,0,1,0,0,2,16,11,0,31,0,0,6
71242,^a~ak,19,,1653,705,1653,948,947,7,940,2,3,73,5,2,5,4,14,153,199,0,110,9,1,360
71269,[abac,19,,1470,708,1470,762,760,6,754,1,3,44,4,2,4,1,17,109,115,1,210,2,4,237
80012,Ada,19,,622,339,622,283,283,1,282,0,2,4,1,0,1,0,6,55,14,2,95,0,0,102
80039,Alibunar,19,,1156,813,1156,343,343,2,341,0,3,2,0,0,0,0,2,9,15,1,13,1,3,292
80047,Apatin,19,,866,547,866,319,319,6,313,1,2,11,2,3,1,0,8,76,24,0,28,0,2,155
80055,Ba~,19,,110,36,110,74,74,3,71,1,2,3,0,0,0,0,0,9,5,0,34,0,0,17
80063,Ba~ka Palanka,19,,1418,670,1418,748,746,16,730,1,6,24,4,0,0,3,10,201,36,1,345,2,2,95
80071,Ba~ka Topola,19,,668,351,668,317,317,0,317,0,4,2,1,1,0,1,3,20,11,0,40,5,1,228
80080,Ba~ki Petrovac,19,,360,184,360,176,176,7,169,3,1,3,0,2,0,0,4,34,8,0,10,1,3,100
